5 6 1 1 0 2 4 7 0 3 0 0 3 2 1 3 
1 0 2 6 1 0 4 3 3 2 1 3 1 2 0 0 
1 0 2 1 4 7 6 4 0 3 1 0 3 1 2 0 
5 0 4 1 0 3 2 6 3 3 1 0 3 0 2 0 
0 0 1 2 3 7 4 2 0 0 0 3 0 0 0 1 
5 5 5 1 5 5 1 1 0 0 0 1 0 2 2 0 
7 3 3 6 0 0 1 0 0 0 3 1 2 0 3 2 
