1232164082.0 -1100716.0 0.0 
110142817.42857143 -1135443.3107142278 36443.66507696582 
110142817.42857143 -1140028.9034463214 41044.0965536787 
212110021.69642857 -1158174.4685465428 21932.816964435762 
543440468.2678572 -1124652.2741588557 9027.715284756749 
110142817.42857143 -1131196.0478411166 32488.95215888339 
125834728.28571428 -1147069.7153048941 31042.42604262867 
110142817.42857143 -1133111.2588453952 34172.43124886564 
110142817.42857143 -1139443.3397877535 37164.33645035055 
111948197.92857143 -1141036.6149752727 40036.38502472741 
374957659.6964286 -1138159.2150959678 9832.89342397774 
282211441.41071427 -1153390.972 10294.027999999998 
528070320.85714287 -1141041.386 9316.614000000001 
153548829.69642857 -1153384.2305339633 24426.116173191585 
144125889.125 -1149912.9003096551 26176.732306638325 
228476809.98214287 -1156524.629664279 11025.262499999999 
171520355.07142857 -1152321.5624255477 17082.496469348655 
128934727.07142857 -1150820.1822558334 27756.85853709356 
181905335.07142857 -1152329.0840060636 15050.211507981265 
147102848.4107143 -1149048.5208775967 20991.854790394296 
162024048.4107143 -1155805.7649854461 23710.31334304972 
489384987.125 -1133932.713766129 9118.092706240084 
195410729.98214287 -1154347.9471533613 12450.052846638719 
470871142.28571427 -1133893.797403226 9169.852951487912 
426883683.4285714 -1138392.0522666532 9478.947733346839 
162024048.4107143 -1156641.4980603806 29785.566241946784 
147102848.4107143 -1151666.689082329 23134.23052158137 
162024048.4107143 -1155541.3854090269 22942.678144743128 
261815343.35714287 -1156488.7075438066 10309.292456193354 
376735751.41071427 -1138159.855748992 10186.48706304633 
408023739.6964286 -1138372.2962918144 9498.703708185487 
212110021.69642857 -1157994.148924895 20847.35610455188 
147102848.4107143 -1149437.053051519 22248.428398098637 
190134284.4107143 -1156981.9078318218 13967.60235422491 
165913373.7142857 -1152086.7921869685 14711.207813031448 
212216223.35714287 -1156350.2218382375 10792.028514705884 
211069935.07142857 -1156330.8314027172 10485.358014705882 
171520355.07142857 -1152327.0941234634 17347.832612545084 
171520355.07142857 -1157505.3551608436 21681.19190958493 
195410729.98214287 -1157562.0439304847 13900.034574018402 
176056575.07142857 -1157741.2936711626 21390.544348927426 
195410729.98214287 -1155146.1656161577 12804.616098581726 
201259489.98214287 -1155148.0256884764 12802.779044117648 
147102848.4107143 -1153092.4891672537 26517.38617740429 
197188821.69642857 -1157769.3698471657 13382.292616547857 
193058664.4107143 -1154706.6414544687 13289.22394932581 
190134284.4107143 -1154705.9234202688 12672.255701167865 
171520355.07142857 -1156824.133402688 18568.047598712146 
165913373.7142857 -1156564.9070320583 21235.64591840768 
162024048.4107143 -1149498.8675087772 22087.302194793527 
197188821.69642857 -1157949.859857886 21936.13632055773 
204483169.98214287 -1157906.1260370181 13181.924072209738 
171520355.07142857 -1156662.9025767087 18566.12875827206 
201259489.98214287 -1158031.9330316172 21927.210731892497 
171520355.07142857 -1157360.2704602876 21389.252290723984 
204483169.98214287 -1158071.9492747963 21934.99102623891 
201259489.98214287 -1157869.6021600931 13005.099435506887 
212110021.69642857 -1157981.8065828928 12802.879637721238 
128934727.07142857 -1143946.7379340408 26486.953260791364 
181905335.07142857 -1157262.2929982042 20721.678912417337 
165913373.7142857 -1156108.2529481463 17880.57414889706 
195410729.98214287 -1157827.2458705278 21932.40762189658 
201259489.98214287 -1154349.8041058986 12448.195894101453 
176056575.07142857 -1157105.3588065135 19779.562405097895 
176056575.07142857 -1152320.9099819374 15903.831252217664 
176056575.07142857 -1152326.4324604785 16387.312354743794 
121474127.07142857 -1146948.9667927271 33574.89926272766 
150624449.69642857 -1152215.9721478182 25138.635454141142 
147102848.4107143 -1152013.4649302354 24983.83742951855 
165913373.7142857 -1157204.119036956 22161.678828734708 
88574904.21428572 -1117969.6319887377 47810.58475294747 
125834728.28571428 -1149540.5128519349 31183.765070455454 
121474127.07142857 -1145053.501770828 28761.02596998332 
642644662.8392857 -1118459.071210137 8981.96718399421 
690752563.125 -1115933.9730626796 8874.571444631525 
88574904.21428572 -1123223.746898881 48290.802292435226 
121474127.07142857 -1150399.2317173565 34662.00922673708 
