125834728.28571428 17558.074621331692 
1232164082.0 0.0 
147102848.4107143 12085.694914634147 
526033593.35714287 3342.5240000000003 
165913373.7142857 8991.641109756096 
144125889.125 15485.36138444744 
746011654.6964285 2957.3127758685378 
162024048.4107143 10789.01653196968 
211069935.07142857 5923.403499999999 
128934727.07142857 16751.45773529412 
190134284.4107143 7229.860188073394 
1146786385.142857 507.2715 
202131104.4107143 7229.5345 
313515520.41071427 5714.620514814815 
806285185.1428572 2868.804 
1018364785.1428572 1278.1799999999998 
904864385.1428572 2073.492 
1094670042.0 835.5060000000001 
748936034.6964285 2953.326 
972097202.0 1590.624 
1066924944.8571428 965.736 
947575784.8571428 1761.048 
864445562.0 2385.9359999999997 
843147824.8571428 2556.3599999999997 
505097942.6964286 3926.524 
430223677.41071427 4454.723930937073 
474291589.98214287 4104.970949906958 
369743177.41071427 5061.210666666667 
458001281.41071427 4229.35686996153 
505625377.41071427 3876.9103412292716 
404738649.98214287 4678.080971670869 
391672021.41071427 4808.914666666667 
350106909.98214287 5313.506666666666 
324183877.41071427 5703.4186666666665 
340263961.41071427 5451.122666666666 
347741213.0714286 5441.072 
