426883683.4285714 9478.947733346839 
190134284.4107143 12672.255701167865 
470871142.28571427 9169.852951487912 
261815343.35714287 10309.292456193354 
211069935.07142857 10485.358014705882 
195410729.98214287 12450.052846638719 
128934727.07142857 26316.58270328029 
165913373.7142857 14711.207813031448 
408023739.6964286 9498.703708185487 
282211441.41071427 10294.027999999998 
374957659.6964286 9832.89342397774 
110142817.42857143 31801.998374633542 
543440468.2678572 9027.715284756749 
147102848.4107143 20649.332258974304 
201259489.98214287 12448.195894101453 
121474127.07142857 26648.368973021585 
